Selected GPU: cuda:0
Loading ImageNet dataset...
Number of classes:              1000
Original train size:            1281167
Original validation size:       50000
Using 128116 train samples  (10.0%)
Using 2500   val samples    (5.0%)
Sample image saved to /home/vd0034/shallow_learning/scripts/sample_train.png
Sample image saved to /home/vd0034/shallow_learning/scripts/sample_val.png
Total trainable parameters: 5,464,040

=== Epoch 1/1000 ===
/home/vd0034/shallow_learning/.venv/lib/python3.12/site-packages/PIL/TiffImagePlugin.py:949: UserWarning: Corrupt EXIF data.  Expecting to read 2 bytes but only got 0. 
  warnings.warn(str(msg))
  Batch [620/1001] Loss: 5.9538  Batch Acc: 0.0156
  Batch [630/1001] Loss: 5.8699  Batch Acc: 0.0234
  Batch [640/1001] Loss: 6.0249  Batch Acc: 0.0156
  Batch [650/1001] Loss: 5.7806  Batch Acc: 0.0234
  Batch [660/1001] Loss: 5.9142  Batch Acc: 0.0391
  Batch [670/1001] Loss: 5.9120  Batch Acc: 0.0312
  Batch [680/1001] Loss: 5.9859  Batch Acc: 0.0391
  Batch [690/1001] Loss: 5.9202  Batch Acc: 0.0312
  Batch [700/1001] Loss: 6.0771  Batch Acc: 0.0234
  Batch [710/1001] Loss: 5.8986  Batch Acc: 0.0156
  Batch [720/1001] Loss: 6.1036  Batch Acc: 0.0234
  Batch [730/1001] Loss: 5.8239  Batch Acc: 0.0312
  Batch [740/1001] Loss: 5.9267  Batch Acc: 0.0234
  Batch [750/1001] Loss: 5.9427  Batch Acc: 0.0391
  Batch [760/1001] Loss: 5.7139  Batch Acc: 0.0234
  Batch [770/1001] Loss: 5.9241  Batch Acc: 0.0156
  Batch [780/1001] Loss: 5.6303  Batch Acc: 0.0312
  Batch [790/1001] Loss: 5.7491  Batch Acc: 0.0469
  Batch [800/1001] Loss: 5.9940  Batch Acc: 0.0312
  Batch [810/1001] Loss: 5.8596  Batch Acc: 0.0547
  Batch [820/1001] Loss: 5.8833  Batch Acc: 0.0391
  Batch [830/1001] Loss: 5.8169  Batch Acc: 0.0391
  Batch [840/1001] Loss: 5.7113  Batch Acc: 0.0391
  Batch [850/1001] Loss: 5.8457  Batch Acc: 0.0234
  Batch [860/1001] Loss: 5.8259  Batch Acc: 0.0234
  Batch [870/1001] Loss: 5.9557  Batch Acc: 0.0234
  Batch [880/1001] Loss: 5.8107  Batch Acc: 0.0312
  Batch [890/1001] Loss: 5.8382  Batch Acc: 0.0234
  Batch [900/1001] Loss: 5.7596  Batch Acc: 0.0625
  Batch [910/1001] Loss: 5.6546  Batch Acc: 0.0469
  Batch [920/1001] Loss: 5.8509  Batch Acc: 0.0391
  Batch [930/1001] Loss: 5.9553  Batch Acc: 0.0000
  Batch [940/1001] Loss: 5.5615  Batch Acc: 0.0469
  Batch [950/1001] Loss: 5.8063  Batch Acc: 0.0391
  Batch [960/1001] Loss: 5.7442  Batch Acc: 0.0000
  Batch [970/1001] Loss: 5.6425  Batch Acc: 0.0547
  Batch [980/1001] Loss: 5.9008  Batch Acc: 0.0625
  Batch [990/1001] Loss: 6.0076  Batch Acc: 0.0312
  Batch [1000/1001] Loss: 5.7835  Batch Acc: 0.0312
  >> Epoch 2 Summary — Loss: 5.9807  Train Acc: 0.0233  Val Acc: 0.0404

=== Epoch 3/1000 ===
/home/vd0034/shallow_learning/.venv/lib/python3.12/site-packages/PIL/TiffImagePlugin.py:949: UserWarning: Corrupt EXIF data.  Expecting to read 2 bytes but only got 0. 
  warnings.warn(str(msg))
  Batch [10/1001] Loss: 5.8125  Batch Acc: 0.0234
  Batch [20/1001] Loss: 5.9434  Batch Acc: 0.0000
  Batch [30/1001] Loss: 5.9164  Batch Acc: 0.0312
  Batch [40/1001] Loss: 5.6965  Batch Acc: 0.0234
  Batch [50/1001] Loss: 5.6891  Batch Acc: 0.0156
  Batch [60/1001] Loss: 5.8988  Batch Acc: 0.0312
  Batch [70/1001] Loss: 5.6994  Batch Acc: 0.0469
  Batch [80/1001] Loss: 5.7526  Batch Acc: 0.0391
  Batch [90/1001] Loss: 5.9819  Batch Acc: 0.0156
  Batch [100/1001] Loss: 5.7390  Batch Acc: 0.0391
  Batch [110/1001] Loss: 5.6318  Batch Acc: 0.0312
  Batch [120/1001] Loss: 5.6488  Batch Acc: 0.0469
  Batch [130/1001] Loss: 5.7929  Batch Acc: 0.0156
  Batch [140/1001] Loss: 5.7530  Batch Acc: 0.0312
  Batch [150/1001] Loss: 5.5620  Batch Acc: 0.0547
  Batch [160/1001] Loss: 5.7720  Batch Acc: 0.0469
  Batch [170/1001] Loss: 6.0115  Batch Acc: 0.0156
  Batch [180/1001] Loss: 5.8524  Batch Acc: 0.0156
  Batch [190/1001] Loss: 5.8926  Batch Acc: 0.0391
  Batch [200/1001] Loss: 5.9035  Batch Acc: 0.0391
  Batch [210/1001] Loss: 5.6520  Batch Acc: 0.0391
  Batch [220/1001] Loss: 5.6456  Batch Acc: 0.0391
  Batch [230/1001] Loss: 5.5262  Batch Acc: 0.0234
  Batch [240/1001] Loss: 5.7517  Batch Acc: 0.0312
  Batch [250/1001] Loss: 5.8854  Batch Acc: 0.0234
  Batch [260/1001] Loss: 5.7416  Batch Acc: 0.0078
  Batch [270/1001] Loss: 5.6496  Batch Acc: 0.0469
  Batch [280/1001] Loss: 5.6719  Batch Acc: 0.0312
  Batch [290/1001] Loss: 5.5729  Batch Acc: 0.0234
  Batch [300/1001] Loss: 5.9454  Batch Acc: 0.0234
  Batch [310/1001] Loss: 5.7915  Batch Acc: 0.0078
  Batch [320/1001] Loss: 5.7617  Batch Acc: 0.0234
  Batch [330/1001] Loss: 5.8748  Batch Acc: 0.0156
  Batch [340/1001] Loss: 5.7320  Batch Acc: 0.0547
  Batch [350/1001] Loss: 5.5720  Batch Acc: 0.0547
  Batch [360/1001] Loss: 5.8932  Batch Acc: 0.0312
  Batch [370/1001] Loss: 5.5500  Batch Acc: 0.0234
  Batch [380/1001] Loss: 5.7736  Batch Acc: 0.0234
  Batch [390/1001] Loss: 5.7142  Batch Acc: 0.0234
  Batch [400/1001] Loss: 5.8533  Batch Acc: 0.0234
  Batch [410/1001] Loss: 5.7260  Batch Acc: 0.0469
  Batch [420/1001] Loss: 5.7560  Batch Acc: 0.0234
  Batch [430/1001] Loss: 5.5423  Batch Acc: 0.0234
  Batch [440/1001] Loss: 5.6970  Batch Acc: 0.0234
  Batch [450/1001] Loss: 5.5416  Batch Acc: 0.0625
  Batch [460/1001] Loss: 5.7977  Batch Acc: 0.0234
  Batch [470/1001] Loss: 5.6032  Batch Acc: 0.0547
  Batch [480/1001] Loss: 5.5659  Batch Acc: 0.0469
  Batch [490/1001] Loss: 5.9871  Batch Acc: 0.0234
  Batch [500/1001] Loss: 5.6994  Batch Acc: 0.0469
  Batch [510/1001] Loss: 5.6094  Batch Acc: 0.0312
  Batch [520/1001] Loss: 5.8136  Batch Acc: 0.0391
  Batch [530/1001] Loss: 5.6981  Batch Acc: 0.0156
  Batch [540/1001] Loss: 5.6323  Batch Acc: 0.0391
  Batch [550/1001] Loss: 5.7384  Batch Acc: 0.0625
  Batch [560/1001] Loss: 5.4668  Batch Acc: 0.0391
  Batch [570/1001] Loss: 5.5670  Batch Acc: 0.0312
  Batch [580/1001] Loss: 5.4657  Batch Acc: 0.0234
  Batch [590/1001] Loss: 5.8402  Batch Acc: 0.0234
  Batch [600/1001] Loss: 5.6802  Batch Acc: 0.0156
  Batch [610/1001] Loss: 5.6401  Batch Acc: 0.0469
  Batch [620/1001] Loss: 5.6970  Batch Acc: 0.0469
  Batch [630/1001] Loss: 5.7990  Batch Acc: 0.0234
  Batch [640/1001] Loss: 5.5205  Batch Acc: 0.0469
  Batch [650/1001] Loss: 5.7519  Batch Acc: 0.0625
  Batch [660/1001] Loss: 5.5224  Batch Acc: 0.0391
  Batch [670/1001] Loss: 5.6679  Batch Acc: 0.0391
  Batch [680/1001] Loss: 5.8288  Batch Acc: 0.0625
  Batch [690/1001] Loss: 5.7107  Batch Acc: 0.0234
  Batch [700/1001] Loss: 5.3743  Batch Acc: 0.0469
  Batch [710/1001] Loss: 5.8199  Batch Acc: 0.0312
  Batch [720/1001] Loss: 5.8540  Batch Acc: 0.0391
  Batch [730/1001] Loss: 5.6623  Batch Acc: 0.0312
  Batch [740/1001] Loss: 5.5678  Batch Acc: 0.0703
  Batch [750/1001] Loss: 5.7099  Batch Acc: 0.0391
  Batch [760/1001] Loss: 5.4179  Batch Acc: 0.0625
  Batch [770/1001] Loss: 5.6628  Batch Acc: 0.0469
  Batch [780/1001] Loss: 5.5667  Batch Acc: 0.0469
  Batch [790/1001] Loss: 5.7073  Batch Acc: 0.0312
  Batch [800/1001] Loss: 5.6689  Batch Acc: 0.0312
  Batch [810/1001] Loss: 5.7463  Batch Acc: 0.0234
  Batch [820/1001] Loss: 5.3322  Batch Acc: 0.0547
  Batch [830/1001] Loss: 5.7400  Batch Acc: 0.0234
  Batch [840/1001] Loss: 5.6639  Batch Acc: 0.0312
  Batch [850/1001] Loss: 5.6885  Batch Acc: 0.0391
  Batch [860/1001] Loss: 5.5653  Batch Acc: 0.0391
  Batch [870/1001] Loss: 5.6319  Batch Acc: 0.0234
  Batch [880/1001] Loss: 5.5429  Batch Acc: 0.0469
  Batch [890/1001] Loss: 5.4079  Batch Acc: 0.0625
  Batch [900/1001] Loss: 5.5459  Batch Acc: 0.0156
  Batch [910/1001] Loss: 5.6894  Batch Acc: 0.0391
  Batch [920/1001] Loss: 5.5255  Batch Acc: 0.0469
  Batch [930/1001] Loss: 5.4666  Batch Acc: 0.0312
  Batch [940/1001] Loss: 5.5259  Batch Acc: 0.0312
  Batch [950/1001] Loss: 5.3893  Batch Acc: 0.0625
  Batch [960/1001] Loss: 5.6843  Batch Acc: 0.0703
  Batch [970/1001] Loss: 5.6059  Batch Acc: 0.0391
  Batch [980/1001] Loss: 5.6107  Batch Acc: 0.0391
  Batch [990/1001] Loss: 5.6246  Batch Acc: 0.0625
